Order ID,longitude,latitude,product_type,product_rating,product_price,order_timestamp
395,-122.7,38.97,tech,62.1,532,11/16/2023 5:00:00 PM
396,-118.37,34.15,tech,80.7,920,11/14/2023 5:00:00 PM
397,-118.35,34,toy,92.5,20,11/10/2023 4:00:00 PM
398,-118.39,37.36,tech,90.8,384,11/5/2023 6:00:00 PM
399,-118.11,34.2,tech,73.6,891,11/23/2023 6:00:00 PM
400,-121.72,36.81,toy,87,14,11/20/2023 8:00:00 PM
401,-118.52,34.16,tech,77.8,245,11/26/2023 5:00:00 PM
402,-118.12,33.9,tech,83.3,607,11/26/2023 4:00:00 PM
403,-119.69,36.79,toy,77.4,16,11/24/2023 5:00:00 PM
404,-118.03,33.78,furniture,91.4,2608,11/20/2023 7:00:00 PM
405,-120.67,35.62,furniture,95.5,2847,11/4/2023 5:00:00 PM
406,-118.43,34.03,toy,98.4,18,11/3/2023 5:00:00 PM
407,-121.62,39.13,toy,71.5,14,11/14/2023 2:00:00 PM
408,-118.97,37.64,tech,100,447,11/19/2023 5:00:00 PM
409,-117.25,32.74,furniture,48.8,1774,11/6/2023 5:00:00 PM
410,-122.28,37.8,tech,69.5,583,11/24/2023 8:00:00 PM
411,-118.19,34.14,furniture,77.6,3915,11/26/2023 9:00:00 PM
412,-117.9,33.85,toy,66.8,7,11/13/2023 10:00:00 PM
413,-119.02,37.64,toy,100,8,11/30/2023 8:00:00 PM
414,-118.37,34.2,furniture,63.7,2981,11/8/2023 8:00:00 PM
415,-122.41,37.75,furniture,71.6,4015,11/15/2023 7:00:00 PM
416,-117.94,33.92,tech,96,715,11/7/2023 3:00:00 PM
417,-118.22,34.12,tech,88.2,915,11/10/2023 5:00:00 PM
418,-117.24,34.04,tech,85.8,683,11/7/2023 3:00:00 PM
419,-122.08,37.66,tech,67,673,11/10/2023 8:00:00 PM
420,-122.28,37.85,furniture,71.2,1366,11/26/2023 8:00:00 PM
421,-118.21,33.9,tech,100,408,11/15/2023 5:00:00 PM
422,-118.01,33.92,toy,93.5,14,11/27/2023 6:00:00 PM
423,-118.29,34.18,tech,88.2,783,11/12/2023 8:00:00 PM
424,-118.21,33.96,tech,84,278,11/3/2023 6:00:00 PM
425,-117.23,32.81,tech,56,560,11/25/2023 4:00:00 PM
426,-117.03,33.13,toy,72.1,19,11/14/2023 3:00:00 PM
427,-121.85,37.22,tech,85.8,377,11/20/2023 6:00:00 PM
428,-122.4,37.72,toy,99,11,11/30/2023 2:00:00 PM
429,-120.47,34.98,furniture,96.3,3540,11/24/2023 6:00:00 PM
430,-121.14,37.48,furniture,96.9,4267,11/22/2023 3:00:00 PM
431,-119.34,36.62,furniture,93.1,2925,11/23/2023 6:00:00 PM
432,-117.66,34.08,furniture,100,251,11/19/2023 4:00:00 PM
433,-116.84,33.08,tech,52.9,789,11/10/2023 7:00:00 PM
435,-119.98,38.94,tech,44.9,493,11/5/2023 7:00:00 PM
436,-118.1,33.91,tech,81.7,650,11/11/2023 8:00:00 PM
437,-120.07,36.96,furniture,100,3949,11/20/2023 8:00:00 PM
438,-119.11,35.39,toy,81.5,9,11/30/2023 8:00:00 PM
439,-117.72,34.1,tech,80.2,261,11/30/2023 8:00:00 PM
440,-117.9,33.65,furniture,74.4,4478,11/14/2023 4:00:00 PM
441,-121.98,37.29,toy,74.8,5,11/28/2023 6:00:00 PM
442,-122.03,36.96,tech,61.5,613,11/24/2023 7:00:00 PM
443,-117.42,34.08,tech,79.3,938,11/14/2023 3:00:00 PM
444,-117.66,34.11,toy,70.5,14,11/5/2023 5:00:00 PM
445,-119.29,34.24,tech,96,685,11/24/2023 6:00:00 PM
446,-117.02,32.71,tech,73,550,11/22/2023 6:00:00 PM
447,-122.85,38.62,furniture,77.9,1638,11/18/2023 5:00:00 PM
448,-118.33,33.91,furniture,67.6,909,11/8/2023 4:00:00 PM
449,-118.4,34.02,tech,80.4,147,11/24/2023 5:00:00 PM
450,-118.38,33.84,furniture,82.9,2025,11/27/2023 6:00:00 PM
451,-118.05,34.11,toy,72,11,11/13/2023 9:00:00 PM
452,-117.43,33.93,tech,84.9,464,11/17/2023 6:00:00 PM
453,-118.1,34.16,toy,76.1,9,11/6/2023 12:00:00 PM
454,-122.53,37.86,furniture,70.4,937,11/22/2023 6:00:00 PM
456,-118.2,33.89,toy,93.9,9,11/3/2023 12:00:00 PM
457,-118.02,34.15,tech,91.1,627,11/12/2023 4:00:00 PM
458,-121.53,39.52,furniture,68.1,333,11/29/2023 4:00:00 PM
459,-117.92,33.9,toy,88.7,11,11/14/2023 8:00:00 PM
460,-118.37,34.21,furniture,86.8,2767,11/9/2023 5:00:00 PM
461,-118.04,33.85,toy,78.7,7,11/23/2023 5:00:00 PM
462,-118.46,33.98,toy,94.5,7,11/3/2023 6:00:00 PM
463,-118.05,33.9,furniture,85.8,3994,11/1/2023 8:00:00 PM
464,-122.95,40.71,furniture,73.7,4924,11/24/2023 7:00:00 PM
465,-122,37.3,furniture,100,2632,11/29/2023 6:00:00 PM
466,-121.86,37.4,tech,84.8,804,11/10/2023 12:00:00 PM
467,-119.25,36.56,toy,93.9,18,11/23/2023 8:00:00 PM
468,-118.21,34.56,tech,75.7,713,11/25/2023 2:00:00 PM
469,-118.26,34.02,furniture,100,4588,11/25/2023 2:00:00 PM
470,-117.28,34.15,tech,83,829,11/21/2023 7:00:00 PM
471,-122.44,37.66,tech,88,503,11/13/2023 6:00:00 PM
472,-118.99,35.39,tech,100,203,11/17/2023 3:00:00 PM
473,-117.14,34.06,tech,95.6,255,11/4/2023 4:00:00 PM
474,-122.15,37.41,toy,80.2,15,11/11/2023 5:00:00 PM
475,-121.2,38.67,tech,69,260,11/30/2023 7:00:00 PM
476,-122.15,37.47,toy,68.7,7,11/28/2023 6:00:00 PM
477,-118.34,33.95,tech,84.8,348,11/15/2023 6:00:00 PM
478,-118.25,34.08,toy,85.3,20,11/26/2023 7:00:00 PM
479,-119.58,36.1,furniture,80.5,3282,11/18/2023 4:00:00 PM
480,-121.31,38.71,toy,65.2,17,11/26/2023 3:00:00 PM
481,-118.42,34.12,toy,84.9,6,11/18/2023 3:00:00 PM
482,-117.18,34.06,toy,79.7,10,11/26/2023 3:00:00 PM
483,-115.9,32.69,toy,55.3,8,11/23/2023 7:00:00 PM
484,-118.36,33.98,tech,77.8,268,11/23/2023 4:00:00 PM
485,-122.5,37.6,toy,71.5,15,11/12/2023 9:00:00 PM
486,-121.5,36.81,toy,62.1,9,11/10/2023 6:00:00 PM
487,-118.19,33.82,toy,87.2,20,11/22/2023 4:00:00 PM
488,-117.3,34.15,toy,90,17,11/14/2023 6:00:00 PM
489,-118.42,34.23,toy,83.8,9,11/27/2023 4:00:00 PM
491,-119.8,36.79,furniture,96,1925,11/4/2023 5:00:00 PM
492,-119.74,34.35,tech,80.2,352,11/28/2023 2:00:00 PM
493,-121.97,37.97,toy,74.2,6,11/18/2023 5:00:00 PM
494,-117.07,34.05,toy,54.5,6,11/18/2023 3:00:00 PM
495,-122.29,37.82,toy,87.2,7,11/10/2023 12:00:00 PM
496,-116.31,33.65,furniture,52.8,2566,11/23/2023 3:00:00 PM
497,-118.27,34.01,tech,87.8,496,11/23/2023 3:00:00 PM
498,-122.44,37.76,furniture,82.1,1615,11/17/2023 4:00:00 PM
499,-118.27,34.15,tech,89.2,495,11/2/2023 4:00:00 PM
500,-118.41,34.03,toy,95.8,10,11/2/2023 9:00:00 PM
501,-121.45,38.61,tech,58,677,11/5/2023 7:00:00 PM
502,-117.25,32.83,tech,46.9,979,11/13/2023 8:00:00 PM
503,-119.8,36.82,furniture,100,2294,11/20/2023 4:00:00 PM
504,-121.31,38.01,furniture,86.5,1866,11/1/2023 2:00:00 PM
505,-118.18,34.05,furniture,100,4890,11/7/2023 5:00:00 PM
506,-122.13,37.37,toy,82.1,15,11/9/2023 8:00:00 PM
507,-119.75,36.78,furniture,100,141,11/5/2023 7:00:00 PM
508,-117.09,32.74,furniture,60.3,3536,11/29/2023 6:00:00 PM
509,-122.02,37.33,tech,76.3,814,11/29/2023 4:00:00 PM
510,-117.2,32.84,tech,59.8,259,11/10/2023 4:00:00 PM
511,-118.14,34.01,tech,99.2,779,11/8/2023 6:00:00 PM
512,-122.43,37.78,furniture,84.7,1811,11/16/2023 8:00:00 PM
513,-118.1,34.01,toy,97.7,8,11/25/2023 6:00:00 PM
514,-118.35,34.1,furniture,82.6,4821,11/21/2023 7:00:00 PM
515,-118,33.81,tech,100,419,11/13/2023 5:00:00 PM
516,-121.46,38.56,toy,75.2,5,11/10/2023 7:00:00 PM
517,-118.27,33.87,tech,73.2,664,11/5/2023 7:00:00 PM
518,-118.26,33.95,tech,77.1,589,11/5/2023 4:00:00 PM
519,-119.01,35.38,tech,100,247,11/17/2023 8:00:00 PM
520,-117.08,32.8,furniture,69.7,3176,11/27/2023 7:00:00 PM
521,-122.2,40.26,tech,60.5,935,11/26/2023 6:00:00 PM
523,-122.53,37.95,furniture,75,4747,11/12/2023 4:00:00 PM
524,-118.3,34.05,furniture,100,4701,11/29/2023 3:00:00 PM
525,-121.86,39.75,furniture,57.3,4417,11/16/2023 7:00:00 PM
526,-122.06,37.33,furniture,84.8,3972,11/17/2023 3:00:00 PM
527,-122.45,38.01,tech,71.7,531,11/19/2023 3:00:00 PM
528,-117.01,32.77,furniture,66.3,4924,11/19/2023 6:00:00 PM
529,-120.87,37.76,furniture,85.2,3882,11/26/2023 3:00:00 PM
530,-121.79,38.54,tech,74.6,409,11/12/2023 5:00:00 PM
531,-117.81,33.82,furniture,66,4817,11/2/2023 8:00:00 PM
532,-117.59,33.66,furniture,70.2,4488,11/21/2023 8:00:00 PM
533,-117.36,34.09,toy,85.4,9,11/2/2023 3:00:00 PM
534,-121.52,39.5,toy,89.8,20,11/27/2023 4:00:00 PM
535,-122.27,37.84,toy,93.7,10,11/1/2023 6:00:00 PM
536,-122.21,40.2,tech,75.5,623,11/8/2023 5:00:00 PM
537,-117.24,33.18,tech,57.5,947,11/2/2023 6:00:00 PM
538,-122.55,37.98,furniture,91.9,898,11/10/2023 3:00:00 PM
539,-118.45,34,furniture,66.8,1519,11/29/2023 3:00:00 PM
540,-117.88,33.85,tech,84.4,523,11/4/2023 6:00:00 PM
541,-117.18,32.76,toy,69.2,16,11/6/2023 4:00:00 PM
542,-118.3,33.88,tech,82.9,163,11/4/2023 3:00:00 PM
543,-122.04,38.28,toy,82.3,8,11/8/2023 2:00:00 PM
544,-122.43,40.47,toy,67.8,8,11/25/2023 5:00:00 PM
545,-118.38,33.86,toy,100,9,11/24/2023 3:00:00 PM
546,-119.57,36.09,tech,80,378,11/27/2023 6:00:00 PM
547,-117.87,34.12,furniture,86.8,2592,11/29/2023 8:00:00 PM
548,-116.88,32.81,furniture,77.4,649,11/4/2023 4:00:00 PM
549,-118.58,34.21,furniture,89.5,3203,11/15/2023 4:00:00 PM
550,-122.04,37.88,toy,87.5,10,11/17/2023 2:00:00 PM
551,-122.44,37.72,toy,64,12,11/9/2023 4:00:00 PM
552,-121.81,37.37,tech,85.5,843,11/9/2023 5:00:00 PM
553,-122.5,37.77,tech,87.3,970,11/19/2023 4:00:00 PM
554,-121.94,37.94,toy,80,10,11/11/2023 6:00:00 PM
555,-118.45,34.12,toy,86.1,16,11/27/2023 3:00:00 PM
556,-121.7,39.07,toy,68.3,13,11/8/2023 5:00:00 PM
557,-118.1,34.65,toy,83.2,8,11/24/2023 7:00:00 PM
558,-119.02,36.06,toy,77.3,15,11/19/2023 8:00:00 PM
559,-118.06,34.08,toy,83.5,8,11/6/2023 7:00:00 PM
560,-117.66,33.61,furniture,83.5,1127,11/8/2023 5:00:00 PM
561,-117.4,33.94,furniture,100,2635,11/14/2023 3:00:00 PM
562,-118.19,33.83,toy,86.3,17,11/8/2023 6:00:00 PM
563,-121.55,39.51,furniture,70.6,4885,11/23/2023 7:00:00 PM
564,-121.98,37.14,toy,85.7,7,11/18/2023 4:00:00 PM
565,-117.06,32.61,toy,45.6,6,11/20/2023 3:00:00 PM
566,-118.32,34.04,furniture,82.5,2709,11/29/2023 7:00:00 PM
567,-117.13,32.76,furniture,66.4,3884,11/21/2023 4:00:00 PM
568,-122.5,37.76,furniture,74.6,1855,11/23/2023 4:00:00 PM
569,-120.87,37.62,tech,81.8,648,11/12/2023 6:00:00 PM
570,-118.24,34.22,tech,87,365,11/12/2023 5:00:00 PM
571,-117.69,33.48,tech,82.2,307,11/17/2023 1:00:00 PM
572,-122.2,39.75,tech,66,435,11/4/2023 4:00:00 PM
573,-117.08,32.64,furniture,60.1,4890,11/9/2023 8:00:00 PM
574,-117.91,33.82,tech,65.1,393,11/9/2023 8:00:00 PM
575,-122,38.73,furniture,77.4,238,11/14/2023 6:00:00 PM
576,-118.29,33.84,furniture,100,3642,11/30/2023 6:00:00 PM
577,-118.13,33.86,toy,82.4,6,11/6/2023 4:00:00 PM
578,-118.35,33.89,toy,91.1,15,11/17/2023 6:00:00 PM
579,-122.13,40.01,furniture,63,3776,11/27/2023 6:00:00 PM
580,-122.07,37.96,toy,94.1,12,11/2/2023 5:00:00 PM
581,-117.26,32.85,tech,52,217,11/1/2023 4:00:00 PM
582,-117.87,33.74,furniture,90.9,4577,11/12/2023 7:00:00 PM
583,-121.88,37.44,tech,81.4,747,11/27/2023 4:00:00 PM
584,-121.67,36.58,furniture,89.1,1226,11/19/2023 3:00:00 PM
585,-116.89,33.79,toy,66.9,5,11/1/2023 3:00:00 PM
586,-122.66,38.47,tech,92.7,779,11/10/2023 10:00:00 PM
587,-121.45,38.54,furniture,74,877,11/9/2023 5:00:00 PM
588,-121,37.66,tech,83.6,244,11/29/2023 6:00:00 PM
589,-117.27,32.84,toy,56.4,12,11/19/2023 3:00:00 PM
590,-117.87,34.11,furniture,81.2,2700,11/10/2023 4:00:00 PM
591,-121.44,37.75,toy,80,8,11/20/2023 7:00:00 PM
592,-118.13,33.76,furniture,100,694,11/17/2023 8:00:00 PM
593,-118.31,34.26,tech,74.2,683,11/29/2023 7:00:00 PM
594,-122,38.37,toy,83.7,10,11/14/2023 4:00:00 PM
595,-122.27,41.23,furniture,71.6,1075,11/28/2023 4:00:00 PM
596,-120.89,37.52,furniture,74,792,11/22/2023 5:00:00 PM
597,-118.75,34.29,furniture,89.9,4897,11/18/2023 3:00:00 PM
598,-118.18,34.02,furniture,82.7,1535,11/4/2023 6:00:00 PM
599,-121.37,38.41,tech,65.3,486,11/1/2023 4:00:00 PM
600,-120.31,37.29,furniture,100,4709,11/15/2023 7:00:00 PM
601,-117.88,33.73,tech,92.8,147,11/14/2023 2:00:00 PM
602,-117.33,33.98,furniture,81.7,1990,11/24/2023 3:00:00 PM
603,-118.49,34.03,toy,85.9,11,11/5/2023 12:00:00 PM
604,-121.93,38.01,furniture,59.9,2800,11/12/2023 2:00:00 PM
605,-122.45,37.7,toy,82,6,11/8/2023 7:00:00 PM
606,-117.08,32.75,furniture,57.3,489,11/21/2023 6:00:00 PM
607,-116.19,33.69,tech,61.6,182,11/22/2023 1:00:00 PM
608,-119.73,36.62,tech,100,486,11/27/2023 9:00:00 PM
609,-117.12,32.59,toy,71.2,9,11/28/2023 6:00:00 PM
610,-117.63,34.09,furniture,75.1,2194,11/15/2023 6:00:00 PM
611,-118.26,34.07,toy,86.7,19,11/3/2023 7:00:00 PM
612,-118.26,33.97,toy,67.4,13,11/13/2023 6:00:00 PM
613,-119.84,36.75,furniture,96.8,4441,11/8/2023 8:00:00 PM
614,-121.28,38.67,tech,76.4,749,11/4/2023 10:00:00 PM
615,-117.35,34.11,furniture,86.3,432,11/24/2023 4:00:00 PM
616,-121.32,36.42,furniture,67.1,2596,11/4/2023 3:00:00 PM
617,-118.35,34.02,toy,98.9,15,11/16/2023 3:00:00 PM
618,-119.81,37.67,furniture,89.3,3778,11/21/2023 5:00:00 PM
619,-118.15,34.05,furniture,76.4,3150,11/22/2023 3:00:00 PM
620,-121.22,37.81,furniture,81.3,3562,11/15/2023 6:00:00 PM
621,-119.72,34.43,tech,91.5,741,11/22/2023 2:00:00 PM
622,-117.85,33.84,tech,91.5,940,11/19/2023 5:00:00 PM
623,-117.2,32.79,furniture,58.8,294,11/5/2023 5:00:00 PM
624,-118.63,34.18,furniture,97.9,3575,11/15/2023 5:00:00 PM
625,-117.49,33.64,tech,70.8,967,11/27/2023 5:00:00 PM
626,-118.37,33.84,tech,94.1,863,11/14/2023 3:00:00 PM
627,-122.02,38.26,tech,76.3,782,11/1/2023 7:00:00 PM
628,-121.33,38.66,furniture,57.6,2036,11/30/2023 5:00:00 PM
629,-118.74,36.23,tech,83.6,884,11/23/2023 2:00:00 PM
630,-117.89,34.49,furniture,80.1,1642,11/6/2023 8:00:00 PM
631,-117.41,33.96,tech,100,905,11/23/2023 3:00:00 PM
632,-118.75,34.42,furniture,83.7,4644,11/16/2023 6:00:00 PM
633,-122.48,37.74,furniture,67.8,223,11/9/2023 6:00:00 PM
634,-118.14,34.04,furniture,70.3,576,11/1/2023 4:00:00 PM
635,-122.56,37.9,furniture,92.3,2913,11/9/2023 5:00:00 PM
636,-122.09,37.39,toy,77.6,16,11/1/2023 5:00:00 PM
637,-121.8,36.94,furniture,70.3,2349,11/4/2023 5:00:00 PM
638,-117.83,33.83,toy,82.2,6,11/12/2023 7:00:00 PM
639,-121.68,36.9,tech,62.3,451,11/5/2023 4:00:00 PM
640,-122.3,37.88,furniture,82.2,2815,11/9/2023 5:00:00 PM
641,-121.04,37.67,furniture,83.8,1761,11/20/2023 5:00:00 PM
642,-118.32,34.09,tech,84.6,700,11/30/2023 2:00:00 PM
643,-118.12,33.81,furniture,92.6,1275,11/3/2023 7:00:00 PM
644,-121.81,39.7,tech,64.3,347,11/27/2023 4:00:00 PM
645,-121.84,36.52,toy,90.4,16,11/28/2023 5:00:00 PM
646,-121.79,37.33,toy,81.3,14,11/15/2023 1:00:00 PM
647,-118.16,34.18,toy,89.8,9,11/3/2023 7:00:00 PM
648,-119.4,36.59,furniture,92.6,4128,11/30/2023 5:00:00 PM
649,-122.27,37.8,tech,73.8,404,11/13/2023 7:00:00 PM
650,-117.73,33.57,furniture,88.1,4014,11/23/2023 4:00:00 PM
651,-121.28,37.92,toy,76.8,9,11/28/2023 5:00:00 PM
652,-119.81,36.77,toy,89.4,9,11/19/2023 8:00:00 PM
653,-122.26,37.85,furniture,76.4,3456,11/2/2023 3:00:00 PM
654,-117.95,33.93,furniture,80.1,3256,11/10/2023 7:00:00 PM
655,-120.12,38.12,furniture,87.6,2399,11/14/2023 6:00:00 PM
656,-121.88,37.35,toy,81.5,15,11/15/2023 3:00:00 PM
657,-118.11,33.87,tech,80.4,621,11/22/2023 4:00:00 PM
658,-122.08,37.69,toy,69.1,18,11/5/2023 11:00:00 PM
659,-121.68,39.15,furniture,62,1729,11/8/2023 8:00:00 PM
660,-122.16,37.71,furniture,85.6,1607,11/4/2023 8:00:00 PM
661,-118.07,34.09,toy,68,15,11/21/2023 8:00:00 PM
662,-117.69,33.65,furniture,78.3,1877,11/21/2023 2:00:00 PM
663,-118.35,34.03,tech,84.8,231,11/17/2023 3:00:00 PM
664,-122.79,39.02,tech,84.9,844,11/27/2023 5:00:00 PM
665,-118.14,33.89,furniture,81.6,4273,11/16/2023 4:00:00 PM
666,-121.89,37.42,furniture,90.2,3397,11/3/2023 6:00:00 PM
667,-122.41,37.76,toy,84.3,12,11/17/2023 7:00:00 PM
668,-118.6,34.16,tech,97.7,661,11/28/2023 4:00:00 PM
669,-118.41,34.02,furniture,92,4017,11/20/2023 3:00:00 PM
670,-117.53,33.97,toy,87.5,18,11/21/2023 4:00:00 PM
671,-117.13,32.7,tech,39.7,361,11/18/2023 8:00:00 PM
672,-117.14,32.9,furniture,68.1,1621,11/28/2023 6:00:00 PM
673,-118.16,34.11,furniture,84.7,2751,11/27/2023 9:00:00 PM
674,-117.18,32.7,furniture,62.5,1690,11/15/2023 5:00:00 PM
675,-117.97,33.72,tech,78.3,425,11/9/2023 3:00:00 PM
676,-118.25,34.09,furniture,74.8,2785,11/18/2023 6:00:00 PM
677,-118.14,34.11,toy,98.6,13,11/24/2023 3:00:00 PM
678,-120.01,34.54,furniture,100,4932,11/13/2023 7:00:00 PM
679,-117.41,34.1,furniture,98.2,4998,11/28/2023 5:00:00 PM
680,-118.22,34.52,toy,73.8,15,11/23/2023 7:00:00 PM
681,-117.91,33.87,tech,72.7,294,11/6/2023 8:00:00 PM
682,-117.09,32.76,tech,50.4,906,11/16/2023 5:00:00 PM
683,-122.27,37.82,toy,59.9,16,11/27/2023 5:00:00 PM
684,-118.2,34.06,furniture,91.1,1160,11/30/2023 7:00:00 PM
685,-118.36,33.9,tech,99.3,392,11/22/2023 8:00:00 PM
686,-122,37.86,tech,54.7,802,11/8/2023 5:00:00 PM
687,-121.36,39.52,toy,58.1,15,11/19/2023 1:00:00 PM
688,-122,38.28,toy,82.5,10,11/27/2023 6:00:00 PM
689,-117.7,33.68,furniture,92.9,1060,11/18/2023 7:00:00 PM
690,-118.28,34.03,toy,96.8,20,11/6/2023 5:00:00 PM
691,-118.25,34.15,toy,88.3,5,11/27/2023 7:00:00 PM
692,-122.54,37.93,furniture,86.8,4831,11/16/2023 8:00:00 PM
693,-118.25,34.02,tech,84,106,11/25/2023 4:00:00 PM
694,-122.06,36.98,tech,93,516,11/10/2023 6:00:00 PM
695,-122.45,37.77,furniture,75.5,1858,11/5/2023 10:00:00 PM
697,-118.12,34.15,tech,76.8,488,11/22/2023 6:00:00 PM
698,-118.31,33.94,tech,74.5,362,11/29/2023 7:00:00 PM
699,-118.44,34.16,tech,100,750,11/15/2023 4:00:00 PM
700,-118.46,34.17,furniture,89.3,967,11/20/2023 8:00:00 PM
701,-117.93,34.06,toy,80.3,20,11/22/2023 5:00:00 PM
702,-121.81,36.57,furniture,72.9,2199,11/6/2023 4:00:00 PM
703,-118.42,34,furniture,84.3,510,11/13/2023 8:00:00 PM
704,-118.33,34.01,furniture,54.8,1315,11/27/2023 8:00:00 PM
705,-118.24,33.93,furniture,79.2,2536,11/15/2023 7:00:00 PM
706,-116.94,32.81,tech,59.7,413,11/10/2023 8:00:00 PM
707,-122.6,38.24,tech,86.2,199,11/25/2023 5:00:00 PM
708,-118.21,33.97,furniture,81.5,3696,11/16/2023 3:00:00 PM
709,-118.73,34.27,furniture,89.8,4807,11/22/2023 5:00:00 PM
710,-122.12,37.37,tech,75.5,353,11/1/2023 4:00:00 PM
711,-122.42,40.44,tech,83.4,760,11/4/2023 4:00:00 PM
712,-122.13,37.72,furniture,64.4,229,11/24/2023 6:00:00 PM
713,-121.17,37.88,furniture,65.7,1817,11/14/2023 4:00:00 PM
714,-122.43,37.72,toy,73,6,11/24/2023 4:00:00 PM
715,-118.22,33.91,furniture,82.9,1975,11/19/2023 7:00:00 PM
716,-121.17,37.97,tech,75.9,444,11/29/2023 7:00:00 PM
717,-122.27,37.86,toy,70.4,7,11/15/2023 6:00:00 PM
718,-119.19,36.14,furniture,86.9,4989,11/26/2023 6:00:00 PM
719,-122.41,37.6,tech,87.1,717,11/23/2023 4:00:00 PM
720,-116.83,32.81,furniture,52.4,3815,11/24/2023 8:00:00 PM
721,-119.34,36.33,toy,100,16,11/13/2023 5:00:00 PM
722,-123.22,39.16,toy,71,19,11/29/2023 5:00:00 PM
723,-121.92,37.72,furniture,79.2,3568,11/28/2023 7:00:00 PM
724,-116.57,33.76,tech,54.8,812,11/29/2023 7:00:00 PM
725,-118.17,34.18,toy,87,20,11/1/2023 6:00:00 PM
726,-117.2,32.8,tech,47.3,246,11/29/2023 5:00:00 PM
727,-117.58,34.09,furniture,89.8,519,11/30/2023 6:00:00 PM
728,-118.24,33.96,tech,63.4,491,11/8/2023 3:00:00 PM
729,-122.24,40.18,toy,61.9,11,11/8/2023 10:00:00 PM
730,-119.69,36.82,tech,86.9,819,11/11/2023 6:00:00 PM
731,-121.69,36.62,toy,78.6,9,11/5/2023 7:00:00 PM
732,-119.28,36.35,furniture,66.6,1642,11/24/2023 9:00:00 PM
734,-117.65,35,furniture,93.7,3417,11/29/2023 3:00:00 PM
735,-118.15,34.02,tech,100,829,11/16/2023 2:00:00 PM
737,-117.04,32.73,tech,60,579,11/2/2023 7:00:00 PM
738,-118.08,34.14,toy,81.4,19,11/10/2023 6:00:00 PM
739,-121.07,39.2,furniture,69.5,3295,11/16/2023 7:00:00 PM
740,-117.12,32.66,tech,66.8,333,11/7/2023 3:00:00 PM
741,-118.13,34.13,furniture,84.6,900,11/13/2023 7:00:00 PM
742,-122.22,37.88,toy,85.9,8,11/28/2023 4:00:00 PM
743,-122.52,37.93,furniture,85.6,4865,11/29/2023 6:00:00 PM
744,-122.09,37.63,tech,91,299,11/3/2023 7:00:00 PM
745,-117.97,33.82,tech,97.4,233,11/12/2023 9:00:00 PM
747,-118.39,33.79,toy,63.1,11,11/25/2023 5:00:00 PM
748,-122.4,37.58,toy,75.9,14,11/16/2023 2:00:00 PM
749,-118.26,34.06,furniture,65,4988,11/2/2023 9:00:00 PM
750,-122.16,37.48,furniture,67.3,2715,11/21/2023 7:00:00 PM
751,-117.43,34.11,furniture,87.8,1337,11/6/2023 7:00:00 PM
752,-118.28,33.93,toy,96.8,14,11/1/2023 5:00:00 PM
753,-118.37,33.95,tech,98.5,249,11/3/2023 2:00:00 PM
754,-121.49,38.56,toy,83.9,11,11/10/2023 5:00:00 PM
755,-121.8,38.55,furniture,64.3,3809,11/20/2023 3:00:00 PM
756,-122.19,39.92,tech,58.6,219,11/30/2023 10:00:00 PM
757,-118.01,33.84,furniture,83.3,221,11/7/2023 4:00:00 PM
758,-118.31,33.96,toy,80.4,10,11/11/2023 7:00:00 PM
759,-121.06,39.22,toy,69.5,19,11/23/2023 3:00:00 PM
760,-121.35,38.61,toy,77.4,10,11/19/2023 5:00:00 PM
761,-118.31,33.99,furniture,80.2,1910,11/25/2023 4:00:00 PM
762,-121.93,37.27,toy,88.5,13,11/30/2023 7:00:00 PM
763,-117.31,33.17,furniture,60.3,4255,11/7/2023 6:00:00 PM
764,-120.89,37.48,furniture,95.9,825,11/11/2023 5:00:00 PM
765,-119.47,35.14,furniture,96.3,1576,11/21/2023 7:00:00 PM
766,-118.41,34.18,tech,71.9,620,11/2/2023 7:00:00 PM
767,-119.81,36.7,toy,96.6,6,11/7/2023 6:00:00 PM
768,-117.08,33.16,furniture,66.8,598,11/16/2023 6:00:00 PM
769,-119.27,35.87,tech,95.1,992,11/2/2023 7:00:00 PM
770,-122.31,40.75,tech,69.8,147,11/1/2023 5:00:00 PM
771,-117.2,33.29,furniture,64.6,2864,11/4/2023 4:00:00 PM
772,-118.43,34.26,furniture,79.5,1356,11/21/2023 2:00:00 PM
773,-121.52,39.51,tech,68.7,899,11/3/2023 6:00:00 PM
774,-118.77,34.27,toy,91.5,11,11/19/2023 8:00:00 PM
775,-124.1,40.95,furniture,89.9,2653,11/16/2023 8:00:00 PM
776,-117.15,32.8,tech,71.1,774,11/12/2023 3:00:00 PM
777,-118.37,34.16,toy,87.9,17,11/7/2023 4:00:00 PM
778,-122.5,37.74,tech,97.7,357,11/21/2023 7:00:00 PM
779,-120.92,39.56,tech,63.8,529,11/28/2023 6:00:00 PM
780,-122.47,38.51,tech,87.4,605,11/8/2023 9:00:00 PM
782,-121.35,38.4,toy,79.6,6,11/24/2023 4:00:00 PM
783,-117.92,34.12,furniture,77.5,3044,11/17/2023 7:00:00 PM
784,-118.31,33.8,furniture,95.3,3396,11/13/2023 10:00:00 PM
785,-120.35,37.04,tech,95.2,728,11/28/2023 4:00:00 PM
786,-122,37.31,furniture,92.6,3786,11/12/2023 9:00:00 PM
787,-118.01,33.95,furniture,78.7,2526,11/14/2023 7:00:00 PM
